work_year,salary,employment_type,industry,job_title,season,company_location,skills,quarter,posting_date
2022.0,210000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-05-16
2022.0,140000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-03-11
2022.0,210000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-18
2022.0,140000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-01-06
2022.0,100000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2022-06-12
2022.0,69000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2022-10-15
2022.0,210000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-19
2022.0,140000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-10
2022.0,150075,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2022-01-26
2022.0,110925,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2022-08-21
2022.0,100000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-09
2022.0,25000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-04-26
2022.0,126500,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2022-07-18
2022.0,106260,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2022-03-14
2022.0,220110,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-05-05
2022.0,160080,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2022-06-14
2022.0,105000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-04-12
2022.0,100000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-06
2022.0,170000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2022-10-24
2022.0,135000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2022-09-09
2022.0,230000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-01
2022.0,140000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-06
2022.0,135000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2022-05-09
2022.0,50000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2022-06-21
2022.0,220000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-27
2022.0,140000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-07
2022.0,140000,FT,Technology,Data Scientist,Autumn,GB,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-01
2022.0,70000,FT,Technology,Data Scientist,Winter,GB,"Machine Learning, Python, SQL, Statistics",4.0,2022-12-26
2022.0,220000,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-12
2022.0,120000,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-08-02
2022.0,200000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-02-25
2022.0,120000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-08-18
2022.0,120000,FT,Technology,Machine Learning Engineer,Spring,AE,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-05-22
2022.0,65000,FT,Technology,Machine Learning Engineer,Winter,AE,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-18
2022.0,324000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-10-13
2022.0,216000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-01-04
2022.0,210000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-06
2022.0,100000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-10-26
2022.0,185100,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-06-03
2022.0,104890,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-04
2022.0,105000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2022-12-19
2022.0,80000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2022-09-07
2022.0,100000,FT,Technology,Machine Learning Developer,Autumn,CA,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-10-12
2020.0,157000,FT,Technology,Machine Learning Manager,Autumn,CA,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2020-11-10
2022.0,250000,FT,General,Director of Data Science,Autumn,CA,"Communication, Python, SQL",4.0,2022-10-07
2022.0,120000,FT,Technology,Machine Learning Engineer,Autumn,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-09-02
2022.0,1400000,FT,Finance,Business Data Analyst,Autumn,IN,"Excel, Power BI, SQL, Tableau",4.0,2022-11-04
2022.0,2400000,FT,Technology,Data Scientist,Autumn,IN,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-02
2022.0,53000,FT,Technology,Machine Learning Infrastructure Engineer,Autumn,PT,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-11-28
2022.0,50000,PT,Technology,Data Engineer,Winter,DE,"ETL, Python, SQL, Spark",1.0,2022-02-23
2022.0,1400000,FT,Technology,Data Scientist,Spring,IN,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-14
2022.0,75000,FT,Technology,Applied Machine Learning Scientist,Spring,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-04-19
2022.0,157000,FT,Technology,Applied Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-23
2022.0,90000,FT,Finance,Business Data Analyst,Summer,CA,"Excel, Power BI, SQL, Tableau",3.0,2022-07-08
2022.0,65000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2022-05-12
2022.0,65000,FT,Technology,Machine Learning Engineer,Winter,IE,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-05
2021.0,109000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2021-06-10
2022.0,88000,FT,Technology,Data Scientist,Spring,CA,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-03
2022.0,10000,FT,General,Computer Vision Engineer,Winter,LU,"Communication, Python, SQL",1.0,2022-01-09
2022.0,20000,FT,Finance,Data Analyst,Winter,GR,"Excel, Power BI, SQL, Tableau",1.0,2022-02-11
2021.0,87000,FT,General,Head of Data,Winter,SI,"Communication, Python, SQL",4.0,2021-12-06
2022.0,200000,FT,General,Head of Data,Winter,US,"Communication, Python, SQL",4.0,2022-12-01
2022.0,66500,FT,Technology,Data Scientist,Summer,CA,"Machine Learning, Python, SQL, Statistics",2.0,2022-06-02
2022.0,78000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-02-10
2022.0,135000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2022-02-21
2022.0,115000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2022-10-14
2022.0,121000,FT,Technology,Machine Learning Engineer,Autumn,AU,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2022-09-26
2022.0,40000,FT,Technology,Data Scientist,Summer,MY,"Machine Learning, Python, SQL, Statistics",3.0,2022-08-20
2022.0,30000,FT,General,Head of Data,Spring,EE,"Communication, Python, SQL",2.0,2022-05-02
2022.0,57000,FT,Technology,Machine Learning Engineer,Winter,NL,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2022-02-09
2020.0,48000,FT,Technology,Data Engineer,Autumn,DE,"ETL, Python, SQL, Spark",4.0,2020-11-11
2022.0,85000,FT,Healthcare,Research Scientist,Winter,FR,"Data Analysis, Python, R, Statistics",4.0,2022-12-02
2022.0,120000,FT,Technology,Data Scientist,Autumn,AU,"Machine Learning, Python, SQL, Statistics",4.0,2022-11-07
2022.0,165000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-11
2022.0,153000,FT,Technology,Machine Learning Scientist,Spring,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2022-03-15
2022.0,100000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-08-02
2022.0,100000,FT,Technology,Machine Learning Developer,Winter,CA,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2022-12-19
2022.0,150000,FT,Technology,Data Scientist,Autumn,PL,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-13
2022.0,75000,FT,Finance,Principal Data Analyst,Summer,CA,"Excel, Power BI, SQL, Tableau",2.0,2022-06-14
2020.0,20000,FT,Finance,Product Data Analyst,Spring,HN,"Excel, Power BI, SQL, Tableau",2.0,2020-05-03
2022.0,29000,CT,Technology,Applied Machine Learning Scientist,Spring,CZ,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2022-04-05
2021.0,69999,FT,Healthcare,Research Scientist,Winter,CZ,"Data Analysis, Python, R, Statistics",4.0,2021-12-11
2022.0,52800,FT,Technology,Data Engineer,Winter,DE,"ETL, Python, SQL, Spark",1.0,2022-02-23
2022.0,59000,FT,Healthcare,Research Scientist,Winter,AT,"Data Analysis, Python, R, Statistics",1.0,2022-01-01
2022.0,152500,FT,General,Data Science Manager,Winter,US,"Communication, Python, SQL",4.0,2022-12-08
2022.0,120000,FT,Healthcare,Research Scientist,Autumn,US,"Data Analysis, Python, R, Statistics",3.0,2022-09-13
2022.0,135000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-18
2022.0,405000,FT,General,Data Analytics Lead,Summer,US,"Communication, Python, SQL",2.0,2022-06-15
2021.0,150000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2021-08-28
2021.0,240000,FT,General,Data Science Manager,Summer,US,"Communication, Python, SQL",2.0,2021-06-18
2021.0,135000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2021-08-18
2021.0,80000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2021-08-12
2022.0,380000,FT,Technology,Applied Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-07-04
2022.0,115000,FT,Technology,Data Scientist,Spring,CH,"Machine Learning, Python, SQL, Statistics",2.0,2022-04-09
2022.0,177000,FT,Technology,Applied Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-11
2022.0,62000,FT,Technology,Data Engineer,Spring,FR,"ETL, Python, SQL, Spark",2.0,2022-04-28
2022.0,48000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-01-24
2022.0,20000,FT,General,Data Analytics Engineer,Summer,PK,"Communication, Python, SQL",2.0,2022-06-24
2021.0,220000,FT,Technology,Principal Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",4.0,2021-12-09
2021.0,8500000,FT,General,ML Engineer,Autumn,JP,"Communication, Python, SQL",4.0,2021-11-16
2021.0,7000000,FT,General,ML Engineer,Spring,JP,"Communication, Python, SQL",2.0,2021-04-27
2022.0,150000,FT,Technology,Computer Vision Software Engineer,Winter,AU,"Git, Java, Python, System Design",4.0,2022-12-09
2021.0,90000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2021-09-25
2022.0,100000,FL,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2022-02-24
2021.0,100000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2021-09-05
2022.0,100000,PT,Technology,Data Scientist,Autumn,DZ,"Machine Learning, Python, SQL, Statistics",4.0,2022-10-05
2022.0,144000,FT,Healthcare,Research Scientist,Winter,US,"Data Analysis, Python, R, Statistics",4.0,2022-12-23
2022.0,148000,FT,Technology,Principal Data Scientist,Autumn,DE,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-27
2021.0,24000,FT,General,Computer Vision Engineer,Summer,BR,"Communication, Python, SQL",3.0,2021-08-18
2021.0,38400,FT,Technology,Applied Machine Learning Scientist,Autumn,US,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2021-11-22
2022.0,100000,FT,Finance,Financial Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2022-09-25
2021.0,82500,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2021-09-15
2021.0,42000,FT,Technology,Data Scientist,Autumn,FR,"Machine Learning, Python, SQL, Statistics",4.0,2021-10-14
2021.0,3000000,FT,Technology,Lead Data Scientist,Winter,IN,"Machine Learning, Python, SQL, Statistics",4.0,2021-12-16
2022.0,120000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2022-03-05
2022.0,80000,FT,Technology,Lead Machine Learning Engineer,Spring,DE,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2022-03-23
2021.0,20000,FT,Technology,Machine Learning Engineer,Summer,IN,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2021-07-08
2022.0,125000,FT,General,Computer Vision Engineer,Winter,US,"Communication, Python, SQL",1.0,2022-02-28
2021.0,700000,FT,Technology,Data Scientist,Winter,IN,"Machine Learning, Python, SQL, Statistics",1.0,2021-02-25
2021.0,120000,FT,Technology,Machine Learning Scientist,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2021-02-27
2021.0,8760,PT,Finance,Data Analyst,Winter,ES,"Excel, Power BI, SQL, Tableau",1.0,2021-01-01
2021.0,80000,FT,Technology,Applied Data Scientist,Spring,GB,"Machine Learning, Python, SQL, Statistics",1.0,2021-03-05
2022.0,20000,FT,General,ML Engineer,Autumn,PT,"Communication, Python, SQL",3.0,2022-09-02
2021.0,50000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2021-02-04
2021.0,200000,FT,Technology,Principal Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2021-11-03
2021.0,60000,FT,Technology,Big Data Engineer,Winter,RO,"ETL, Python, SQL, Spark",1.0,2021-01-22
2021.0,200000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2021-03-21
2021.0,100000,FT,Technology,Machine Learning Developer,Winter,IQ,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2021-02-07
2021.0,100000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2021-01-01
2021.0,70000,FT,Technology,Machine Learning Engineer,Summer,BE,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2021-06-25
2020.0,51999,FT,Technology,Data Engineer,Autumn,DE,"ETL, Python, SQL, Spark",3.0,2020-09-22
2021.0,53000,FT,Healthcare,Research Scientist,Spring,FR,"Data Analysis, Python, R, Statistics",2.0,2021-04-13
2021.0,60000,FT,Technology,Data Engineer,Autumn,GB,"ETL, Python, SQL, Spark",4.0,2021-10-13
2021.0,170000,FT,General,Data Architect,Spring,US,"Communication, Python, SQL",2.0,2021-04-11
2021.0,150000,FT,General,Data Architect,Autumn,US,"Communication, Python, SQL",3.0,2021-09-13
2021.0,55000,FT,Finance,BI Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2021-07-14
2021.0,250000,FT,General,Director of Data Science,Autumn,US,"Communication, Python, SQL",4.0,2021-10-26
2021.0,80000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2021-05-07
2020.0,70000,FT,Technology,Big Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2020-05-16
2021.0,110000,FT,General,Director of Data Science,Summer,DE,"Communication, Python, SQL",2.0,2021-06-19
2021.0,54000,FT,General,Data Science Consultant,Spring,DE,"Communication, Python, SQL",1.0,2021-03-04
2020.0,60000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2020-08-17
2021.0,85000,FT,General,Head of Data Science,Autumn,RU,"Communication, Python, SQL",3.0,2021-09-02
2021.0,230000,FT,General,Head of Data,Autumn,RU,"Communication, Python, SQL",4.0,2021-11-04
2021.0,125000,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2021-08-06
2021.0,120000,FT,General,Data Analytics Manager,Summer,US,"Communication, Python, SQL",3.0,2021-08-28
2020.0,450000,FT,Healthcare,Research Scientist,Autumn,US,"Data Analysis, Python, R, Statistics",3.0,2020-09-18
2020.0,41000,FT,Finance,Data Analyst,Winter,FR,"Excel, Power BI, SQL, Tableau",4.0,2020-12-22
2020.0,65000,FT,Technology,Data Engineer,Spring,AT,"ETL, Python, SQL, Spark",1.0,2020-03-18
2021.0,159500,FT,General,Data Science Engineer,Summer,CA,"Communication, Python, SQL",3.0,2021-07-08
2021.0,144000,FT,General,Data Science Manager,Autumn,US,"Communication, Python, SQL",4.0,2021-11-07
2021.0,13400,FT,Technology,Data Scientist,Summer,UA,"Machine Learning, Python, SQL, Statistics",3.0,2021-07-08
2021.0,95000,FT,Technology,Data Scientist,Winter,CA,"Machine Learning, Python, SQL, Statistics",4.0,2021-12-28
2021.0,150000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2021-07-06
2020.0,103000,FT,General,Data Science Consultant,Autumn,US,"Communication, Python, SQL",4.0,2020-10-02
2021.0,153000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2021-10-19
2021.0,90000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2021-11-05
2021.0,90000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2021-08-11
2021.0,60000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2021-06-25
2021.0,50000,FT,Technology,Data Scientist,Autumn,NG,"Machine Learning, Python, SQL, Statistics",4.0,2021-10-25
2021.0,12000,PT,Technology,AI Scientist,Winter,US,"Deep Learning, NLP, Neural Networks, Python",1.0,2021-01-13
2021.0,400000,PT,General,3D Computer Vision Researcher,Autumn,IN,"Communication, Python, SQL",4.0,2021-11-23
2021.0,270000,CT,General,ML Engineer,Summer,US,"Communication, Python, SQL",3.0,2021-07-14
2021.0,68000,FT,Technology,Applied Data Scientist,Winter,CA,"Machine Learning, Python, SQL, Statistics",1.0,2021-02-02
2021.0,40000,FT,Technology,Machine Learning Engineer,Spring,ES,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2021-03-07
2021.0,130000,FT,General,Director of Data Science,Summer,PL,"Communication, Python, SQL",3.0,2021-07-14
2021.0,110000,FT,Technology,Data Engineer,Summer,PL,"ETL, Python, SQL, Spark",2.0,2021-06-06
2021.0,110000,FT,General,Data Analytics Engineer,Winter,US,"Communication, Python, SQL",1.0,2021-02-20
2021.0,60000,FT,Healthcare,Research Scientist,Summer,GB,"Data Analysis, Python, R, Statistics",3.0,2021-08-18
2020.0,250000,FT,Technology,Machine Learning Engineer,Autumn,US,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2020-11-17
2021.0,50000,FT,Finance,Data Analyst,Autumn,FR,"Excel, Power BI, SQL, Tableau",4.0,2021-10-18
2021.0,80000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2021-01-02
2020.0,10000,FT,Finance,Data Analyst,Summer,NG,"Excel, Power BI, SQL, Tableau",3.0,2020-07-18
2020.0,138000,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2020-06-01
2021.0,140000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2021-10-19
2021.0,67000,FT,General,Data Analytics Engineer,Winter,DE,"Communication, Python, SQL",4.0,2021-12-19
2021.0,170000,FT,Finance,Lead Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2021-11-14
2021.0,80000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2021-07-08
2020.0,45760,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2020-11-05
2021.0,100000,FT,Finance,BI Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2021-11-27
2021.0,45000,FT,Technology,Data Scientist,Autumn,FR,"Machine Learning, Python, SQL, Statistics",4.0,2021-10-11
2021.0,235000,FT,General,Head of Data,Autumn,US,"Communication, Python, SQL",4.0,2021-10-08
2021.0,150000,FT,Finance,BI Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2021-04-03
2020.0,70000,FT,Technology,Data Engineer,Summer,ES,"ETL, Python, SQL, Spark",3.0,2020-07-28
2021.0,225000,FT,Technology,Machine Learning Scientist,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2021-02-17
2021.0,65000,FT,General,Data Science Consultant,Autumn,DE,"Communication, Python, SQL",4.0,2021-11-07
2020.0,44000,FT,Technology,Machine Learning Infrastructure Engineer,Summer,PT,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2020-07-16
2021.0,75000,FT,Finance,Marketing Data Analyst,Summer,DK,"Excel, Power BI, SQL, Tableau",2.0,2021-06-01
2021.0,75000,FT,Technology,Lead Data Engineer,Spring,GB,"ETL, Python, SQL, Spark",2.0,2021-04-08
2021.0,82500,FT,Technology,Data Engineer,Winter,GB,"ETL, Python, SQL, Spark",1.0,2021-02-22
2021.0,80000,FT,Technology,Machine Learning Engineer,Spring,DE,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2021-03-05
2021.0,2250000,FT,Technology,Data Engineer,Autumn,IN,"ETL, Python, SQL, Spark",4.0,2021-10-14
2021.0,150000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2021-05-10
2021.0,115000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2021-08-11
2021.0,235000,FT,Healthcare,Research Scientist,Autumn,CA,"Data Analysis, Python, R, Statistics",4.0,2021-10-01
2021.0,37456,FT,Finance,Data Analyst,Autumn,GB,"Excel, Power BI, SQL, Tableau",4.0,2021-11-22
2020.0,106000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2020-11-28
2020.0,88000,FT,Technology,Data Engineer,Spring,GB,"ETL, Python, SQL, Spark",2.0,2020-05-13
2021.0,11000000,FT,Finance,BI Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2021-03-08
2021.0,150000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2021-06-10
2020.0,14000,PT,General,ML Engineer,Summer,DE,"Communication, Python, SQL",3.0,2020-08-02
2021.0,81000,FT,Technology,Computer Vision Software Engineer,Winter,US,"Git, Java, Python, System Design",1.0,2021-01-05
2021.0,70000,FT,Technology,Computer Vision Software Engineer,Spring,US,"Git, Java, Python, System Design",2.0,2021-05-06
2020.0,60000,FT,Technology,Data Scientist,Autumn,GB,"Machine Learning, Python, SQL, Statistics",4.0,2020-11-21
2021.0,120000,FT,Technology,Cloud Data Engineer,Spring,SG,"ETL, Python, SQL, Spark",2.0,2021-05-16
2021.0,2200000,FT,Technology,Data Scientist,Summer,IN,"Machine Learning, Python, SQL, Statistics",3.0,2021-07-01
2021.0,276000,FT,Technology,Lead Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2021-05-12
2020.0,188000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2020-08-25
2021.0,160000,FT,Technology,Cloud Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2021-07-06
2020.0,105000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2020-06-16
2021.0,200000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2021-10-02
2021.0,174000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2021-06-04
2021.0,93000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2021-06-07
2021.0,2100000,FT,Technology,Data Scientist,Autumn,IN,"Machine Learning, Python, SQL, Statistics",4.0,2021-11-19
2021.0,51400,FT,Healthcare,Research Scientist,Winter,PT,"Data Analysis, Python, R, Statistics",1.0,2021-01-20
2021.0,90000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2021-04-06
2020.0,61500,FT,Technology,Data Engineer,Autumn,FR,"ETL, Python, SQL, Spark",4.0,2020-10-21
2020.0,450000,FT,Finance,Data Analyst,Autumn,IN,"Excel, Power BI, SQL, Tableau",3.0,2020-09-08
2020.0,720000,FT,Technology,Data Engineer,Autumn,MX,"ETL, Python, SQL, Spark",4.0,2020-11-27
2021.0,170000,FT,Finance,Principal Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2021-10-02
2021.0,70000,FT,Technology,Data Engineer,Summer,GB,"ETL, Python, SQL, Spark",2.0,2021-06-10
2021.0,108000,FT,Technology,Data Engineer,Winter,TR,"ETL, Python, SQL, Spark",1.0,2021-01-11
2021.0,31000,FT,Technology,Data Scientist,Autumn,FR,"Machine Learning, Python, SQL, Statistics",4.0,2021-11-03
2021.0,52500,FT,Technology,Data Engineer,Summer,GB,"ETL, Python, SQL, Spark",2.0,2021-06-11
2020.0,91000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2020-04-28
2021.0,125000,FT,General,Big Data Architect,Autumn,CA,"Communication, Python, SQL",4.0,2021-11-12
2021.0,165000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2021-08-21
2021.0,80000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2021-07-24
2021.0,130000,FT,Technology,Data Scientist,Autumn,CA,"Machine Learning, Python, SQL, Statistics",4.0,2021-11-21
2021.0,1600000,FT,Technology,Data Engineer,Autumn,IN,"ETL, Python, SQL, Spark",4.0,2021-10-10
2020.0,42000,FT,Healthcare,Research Scientist,Autumn,NL,"Data Analysis, Python, R, Statistics",4.0,2020-10-05
2020.0,115000,FT,Technology,Lead Data Scientist,Summer,AE,"Machine Learning, Python, SQL, Statistics",2.0,2020-06-19
2021.0,80000,FT,Healthcare,Research Scientist,Spring,CA,"Data Analysis, Python, R, Statistics",1.0,2021-03-02
2020.0,260000,FT,Technology,Machine Learning Scientist,Summer,JP,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2020-08-14
2021.0,110000,FT,General,Head of Data Science,Summer,US,"Communication, Python, SQL",3.0,2021-08-27
2021.0,180000,FT,General,Data Architect,Spring,US,"Communication, Python, SQL",2.0,2021-05-23
